m,TagName,
"2016-11-01 00:00:00","javascript","20469"
"2016-11-01 00:00:00","perl","368"
"2016-11-01 00:00:00","php","11907"
"2016-11-01 00:00:00","python","14151"
"2016-11-01 00:00:00","r","3556"
"2016-11-01 00:00:00","ruby","1753"
"2016-11-01 00:00:00","swift","4357"
"2016-12-01 00:00:00","assembly","312"
"2016-12-01 00:00:00","c","2791"
"2016-12-01 00:00:00","c#","10663"
"2016-12-01 00:00:00","c++","5212"
"2016-12-01 00:00:00","delphi","253"
"2016-12-01 00:00:00","go","494"
"2016-12-01 00:00:00","java","13812"
"2016-12-01 00:00:00","javascript","19755"
"2016-12-01 00:00:00","perl","336"
"2016-12-01 00:00:00","php","11429"
"2016-12-01 00:00:00","python","13012"
"2016-12-01 00:00:00","r","3149"
"2016-12-01 00:00:00","ruby","1627"
"2016-12-01 00:00:00","swift","3923"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c","2753"
"2017-01-01 00:00:00","c#","11671"
"2017-01-01 00:00:00","c++","5635"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","go","558"
"2017-01-01 00:00:00","java","14526"
"2017-01-01 00:00:00","javascript","21355"
"2017-01-01 00:00:00","perl","324"
"2017-01-01 00:00:00","php","12565"
"2017-01-01 00:00:00","python","14230"
"2017-01-01 00:00:00","r","3483"
"2017-01-01 00:00:00","ruby","1821"
"2017-01-01 00:00:00","swift","4331"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","c","2725"
"2017-02-01 00:00:00","c#","11464"
"2017-02-01 00:00:00","c++","5155"
"2017-02-01 00:00:00","delphi","304"
"2017-02-01 00:00:00","go","551"
"2017-02-01 00:00:00","java","14526"
"2017-02-01 00:00:00","javascript","21156"
"2017-02-01 00:00:00","perl","398"
"2017-02-01 00:00:00","php","12441"
"2017-02-01 00:00:00","python","14744"
"2017-02-01 00:00:00","r","3673"
"2017-02-01 00:00:00","ruby","1620"
"2017-02-01 00:00:00","swift","4046"
"2017-03-01 00:00:00","assembly","370"
"2017-03-01 00:00:00","c","2959"
"2017-03-01 00:00:00","c#","12964"
"2017-03-01 00:00:00","c++","6211"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","go","650"
"2017-03-01 00:00:00","java","17269"
"2017-03-01 00:00:00","javascript","23649"
"2017-03-01 00:00:00","perl","409"
"2017-03-01 00:00:00","php","13966"
"2017-03-01 00:00:00","python","17088"
"2017-03-01 00:00:00","r","4601"
"2017-03-01 00:00:00","ruby","1789"
"2017-03-01 00:00:00","swift","4604"
"2017-04-01 00:00:00","assembly","316"
"2017-04-01 00:00:00","c","2847"
"2017-04-01 00:00:00","c#","11071"
"2017-04-01 00:00:00","c++","5865"
"2017-04-01 00:00:00","delphi","263"
"2017-04-01 00:00:00","go","507"
"2017-04-01 00:00:00","java","15888"
"2017-04-01 00:00:00","javascript","21191"
"2017-04-01 00:00:00","perl","369"
"2017-04-01 00:00:00","php","12345"
"2017-04-01 00:00:00","python","15611"
"2017-04-01 00:00:00","r","4260"
"2017-04-01 00:00:00","ruby","1485"
"2017-04-01 00:00:00","swift","3905"
"2017-05-01 00:00:00","assembly","348"
"2017-05-01 00:00:00","c","2742"
"2017-05-01 00:00:00","c#","11957"
"2017-05-01 00:00:00","c++","5290"
"2017-05-01 00:00:00","delphi","317"
"2017-05-01 00:00:00","go","582"
"2017-05-01 00:00:00","java","16300"
"2017-05-01 00:00:00","javascript","22345"
"2017-05-01 00:00:00","perl","354"
"2017-05-01 00:00:00","php","12987"
"2017-05-01 00:00:00","python","16147"
"2017-05-01 00:00:00","r","4310"
"2017-05-01 00:00:00","ruby","1517"
"2017-05-01 00:00:00","swift","4086"
"2017-06-01 00:00:00","assembly","239"
"2017-06-01 00:00:00","c","2341"
"2017-06-01 00:00:00","c#","11280"
"2017-06-01 00:00:00","c++","4668"
"2017-06-01 00:00:00","delphi","245"
"2017-06-01 00:00:00","go","572"
"2017-06-01 00:00:00","java","14588"
"2017-06-01 00:00:00","javascript","21534"
"2017-06-01 00:00:00","perl","312"
"2017-06-01 00:00:00","php","11692"
"2017-06-01 00:00:00","python","15974"
"2017-06-01 00:00:00","r","4441"
"2017-06-01 00:00:00","ruby","1414"
"2017-06-01 00:00:00","swift","4189"
"2017-07-01 00:00:00","assembly","220"
"2017-07-01 00:00:00","c","2037"
"2017-07-01 00:00:00","c#","11186"
"2017-07-01 00:00:00","c++","5007"
"2017-07-01 00:00:00","delphi","206"
"2017-07-01 00:00:00","go","653"
"2017-07-01 00:00:00","java","14087"
"2017-07-01 00:00:00","javascript","21560"
"2017-07-01 00:00:00","perl","322"
"2017-07-01 00:00:00","php","11703"
"2017-07-01 00:00:00","python","16869"
"2017-07-01 00:00:00","r","4574"
"2017-07-01 00:00:00","ruby","1521"
"2017-07-01 00:00:00","swift","4343"
"2017-08-01 00:00:00","assembly","215"
"2017-08-01 00:00:00","c","2038"
"2017-08-01 00:00:00","c#","10933"
"2017-08-01 00:00:00","c++","4777"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","go","606"
"2017-08-01 00:00:00","java","13722"
"2017-08-01 00:00:00","javascript","21291"
"2017-08-01 00:00:00","perl","355"
"2017-08-01 00:00:00","php","11585"
"2017-08-01 00:00:00","python","16451"
"2017-08-01 00:00:00","r","4560"
"2017-08-01 00:00:00","ruby","1391"
"2017-08-01 00:00:00","swift","4170"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c","2095"
"2017-09-01 00:00:00","c#","9852"
"2017-09-01 00:00:00","c++","4457"
"2017-09-01 00:00:00","delphi","260"
"2017-09-01 00:00:00","go","543"
"2017-09-01 00:00:00","java","12726"
"2017-09-01 00:00:00","javascript","18930"
"2017-09-01 00:00:00","perl","296"
"2017-09-01 00:00:00","php","10642"
"2017-09-01 00:00:00","python","15419"
"2017-09-01 00:00:00","r","4218"
"2017-09-01 00:00:00","ruby","1221"
"2017-09-01 00:00:00","swift","3754"
"2017-10-01 00:00:00","assembly","330"
"2017-10-01 00:00:00","c","2771"
"2017-10-01 00:00:00","c#","10207"
"2017-10-01 00:00:00","c++","5208"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","go","614"
"2017-10-01 00:00:00","java","13970"
"2017-10-01 00:00:00","javascript","19795"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","php","10776"
"2017-10-01 00:00:00","python","16902"
"2017-10-01 00:00:00","r","4539"
"2017-10-01 00:00:00","ruby","1297"
"2017-10-01 00:00:00","swift","3887"
"2017-11-01 00:00:00","assembly","384"
"2017-11-01 00:00:00","c","2944"
"2017-11-01 00:00:00","c#","9764"
"2017-11-01 00:00:00","c++","5024"
"2017-11-01 00:00:00","delphi","199"
"2017-11-01 00:00:00","go","654"
"2017-11-01 00:00:00","java","14140"
"2017-11-01 00:00:00","javascript","19360"
"2017-11-01 00:00:00","perl","264"
"2017-11-01 00:00:00","php","10542"
"2017-11-01 00:00:00","python","16927"
"2017-11-01 00:00:00","r","4501"
"2017-11-01 00:00:00","ruby","1172"
"2017-11-01 00:00:00","swift","3661"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c","2191"
"2017-12-01 00:00:00","c#","8575"
"2017-12-01 00:00:00","c++","4450"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","go","522"
"2017-12-01 00:00:00","java","11952"
"2017-12-01 00:00:00","javascript","16918"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","php","9081"
"2017-12-01 00:00:00","python","14888"
"2017-12-01 00:00:00","r","3712"
"2017-12-01 00:00:00","ruby","1016"
"2017-12-01 00:00:00","swift","3196"
"2018-01-01 00:00:00","assembly","253"
"2018-01-01 00:00:00","c","2207"
"2018-01-01 00:00:00","c#","9353"
"2018-01-01 00:00:00","c++","4739"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","go","541"
"2018-01-01 00:00:00","java","12320"
"2018-01-01 00:00:00","javascript","18854"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","php","10061"
"2018-01-01 00:00:00","python","16191"
"2018-01-01 00:00:00","r","4196"
"2018-01-01 00:00:00","ruby","1160"
"2018-01-01 00:00:00","swift","3736"
"2018-02-01 00:00:00","assembly","281"
"2018-02-01 00:00:00","c","2139"
"2018-02-01 00:00:00","c#","8559"
"2018-02-01 00:00:00","c++","4566"
"2018-02-01 00:00:00","delphi","212"
"2018-02-01 00:00:00","go","581"
"2018-02-01 00:00:00","java","12005"
"2018-02-01 00:00:00","javascript","17192"
"2018-02-01 00:00:00","perl","230"
"2018-02-01 00:00:00","php","9083"
"2018-02-01 00:00:00","python","16271"
"2018-02-01 00:00:00","r","4499"
"2018-02-01 00:00:00","ruby","1029"
"2018-02-01 00:00:00","swift","3399"
"2018-03-01 00:00:00","assembly","317"
"2018-03-01 00:00:00","c","2459"
"2018-03-01 00:00:00","c#","9770"
"2018-03-01 00:00:00","c++","5169"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","603"
"2018-03-01 00:00:00","java","13526"
"2018-03-01 00:00:00","javascript","19099"
"2018-03-01 00:00:00","perl","288"
"2018-03-01 00:00:00","php","9790"
"2018-03-01 00:00:00","python","17865"
"2018-03-01 00:00:00","r","5097"
"2018-03-01 00:00:00","ruby","1060"
"2018-03-01 00:00:00","swift","4039"
"2018-04-01 00:00:00","assembly","320"
"2018-04-01 00:00:00","c","2180"
"2018-04-01 00:00:00","c#","9211"
"2018-04-01 00:00:00","c++","4655"
"2018-04-01 00:00:00","delphi","202"
"2018-04-01 00:00:00","go","616"
"2018-04-01 00:00:00","java","13448"
"2018-04-01 00:00:00","javascript","17912"
"2018-04-01 00:00:00","perl","253"
"2018-04-01 00:00:00","php","8895"
"2018-04-01 00:00:00","python","16929"
"2018-04-01 00:00:00","r","4726"
"2018-04-01 00:00:00","ruby","985"
"2018-04-01 00:00:00","swift","3561"
"2018-05-01 00:00:00","assembly","295"
"2018-05-01 00:00:00","c","2362"
"2018-05-01 00:00:00","c#","9900"
"2018-05-01 00:00:00","c++","4677"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","go","630"
"2018-05-01 00:00:00","java","13433"
"2018-05-01 00:00:00","javascript","18026"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","php","9408"
"2018-05-01 00:00:00","python","17541"
"2018-05-01 00:00:00","r","4725"
"2018-05-01 00:00:00","ruby","1032"
"2018-05-01 00:00:00","swift","3608"
"2018-06-01 00:00:00","assembly","204"
"2018-06-01 00:00:00","c","1829"
"2018-06-01 00:00:00","c#","8765"
"2018-06-01 00:00:00","c++","4084"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","go","672"
"2018-06-01 00:00:00","java","11756"
"2018-06-01 00:00:00","javascript","17149"
"2018-06-01 00:00:00","perl","238"
"2018-06-01 00:00:00","php","8400"
"2018-06-01 00:00:00","python","16768"
"2018-06-01 00:00:00","r","4478"
"2018-06-01 00:00:00","ruby","989"
"2018-06-01 00:00:00","swift","3132"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c","1595"
"2018-07-01 00:00:00","c#","9382"
"2018-07-01 00:00:00","c++","3903"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","go","685"
"2018-07-01 00:00:00","java","11712"
"2018-07-01 00:00:00","javascript","17774"
"2018-07-01 00:00:00","perl","246"
"2018-07-01 00:00:00","php","8520"
"2018-07-01 00:00:00","python","17900"
"2018-07-01 00:00:00","r","4401"
"2018-07-01 00:00:00","ruby","940"
"2018-07-01 00:00:00","swift","3660"
"2018-08-01 00:00:00","assembly","176"
"2018-08-01 00:00:00","c","1672"
"2018-08-01 00:00:00","c#","9456"
"2018-08-01 00:00:00","c++","3893"
"2018-08-01 00:00:00","delphi","204"
"2018-08-01 00:00:00","go","704"
"2018-08-01 00:00:00","java","11275"
"2018-08-01 00:00:00","javascript","17817"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","php","8462"
"2018-08-01 00:00:00","python","17705"
"2018-08-01 00:00:00","r","4100"
"2018-08-01 00:00:00","ruby","874"
"2018-08-01 00:00:00","swift","3561"
"2018-09-01 00:00:00","assembly","256"
"2018-09-01 00:00:00","c","1829"
"2018-09-01 00:00:00","c#","8339"
"2018-09-01 00:00:00","c++","3732"
"2018-09-01 00:00:00","delphi","181"
"2018-09-01 00:00:00","go","670"
"2018-09-01 00:00:00","java","10684"
"2018-09-01 00:00:00","javascript","15964"
"2018-09-01 00:00:00","perl","205"
"2018-09-01 00:00:00","php","7637"
"2018-09-01 00:00:00","python","15985"
"2018-09-01 00:00:00","r","3748"
"2018-09-01 00:00:00","ruby","774"
"2018-09-01 00:00:00","swift","3133"
"2018-10-01 00:00:00","assembly","319"
"2018-10-01 00:00:00","c","2439"
"2018-10-01 00:00:00","c#","9314"
"2018-10-01 00:00:00","c++","4294"
"2018-10-01 00:00:00","delphi","221"
"2018-10-01 00:00:00","go","788"
"2018-10-01 00:00:00","java","12464"
"2018-10-01 00:00:00","javascript","17360"
"2018-10-01 00:00:00","perl","277"
"2018-10-01 00:00:00","php","8113"
"2018-10-01 00:00:00","python","18109"
"2018-10-01 00:00:00","r","4349"
"2018-10-01 00:00:00","ruby","894"
"2018-10-01 00:00:00","swift","3262"
"2018-11-01 00:00:00","assembly","301"
"2018-11-01 00:00:00","c","2513"
"2018-11-01 00:00:00","c#","8447"
"2018-11-01 00:00:00","c++","4329"
"2018-11-01 00:00:00","delphi","179"
"2018-11-01 00:00:00","go","716"
"2018-11-01 00:00:00","java","11663"
"2018-11-01 00:00:00","javascript","16135"
"2018-11-01 00:00:00","perl","234"
"2018-11-01 00:00:00","php","7050"
"2018-11-01 00:00:00","python","17973"
"2018-11-01 00:00:00","r","4217"
"2018-11-01 00:00:00","ruby","833"
"2018-11-01 00:00:00","swift","2974"
"2018-12-01 00:00:00","assembly","218"
"2018-12-01 00:00:00","c","2186"
"2018-12-01 00:00:00","c#","7521"
"2018-12-01 00:00:00","c++","3543"
"2018-12-01 00:00:00","delphi","174"
"2018-12-01 00:00:00","go","656"
"2018-12-01 00:00:00","java","10409"
"2018-12-01 00:00:00","javascript","14226"
"2018-12-01 00:00:00","perl","218"
"2018-12-01 00:00:00","php","6195"
"2018-12-01 00:00:00","python","15691"
"2018-12-01 00:00:00","r","3394"
"2018-12-01 00:00:00","ruby","806"
"2018-12-01 00:00:00","swift","2775"
"2019-01-01 00:00:00","assembly","218"
"2019-01-01 00:00:00","c","2274"
"2019-01-01 00:00:00","c#","8722"
"2019-01-01 00:00:00","c++","3898"
"2019-01-01 00:00:00","delphi","214"
"2019-01-01 00:00:00","go","652"
"2019-01-01 00:00:00","java","10989"
"2019-01-01 00:00:00","javascript","15983"
"2019-01-01 00:00:00","perl","262"
"2019-01-01 00:00:00","php","7143"
"2019-01-01 00:00:00","python","16909"
"2019-01-01 00:00:00","r","3939"
"2019-01-01 00:00:00","ruby","916"
"2019-01-01 00:00:00","swift","2896"
"2019-02-01 00:00:00","assembly","224"
"2019-02-01 00:00:00","c","2048"
"2019-02-01 00:00:00","c#","8322"
"2019-02-01 00:00:00","c++","3719"
"2019-02-01 00:00:00","delphi","190"
"2019-02-01 00:00:00","go","624"
"2019-02-01 00:00:00","java","10953"
"2019-02-01 00:00:00","javascript","15638"
"2019-02-01 00:00:00","perl","250"
"2019-02-01 00:00:00","php","7242"
"2019-02-01 00:00:00","python","17489"
"2019-02-01 00:00:00","r","4239"
"2019-02-01 00:00:00","ruby","785"
"2019-02-01 00:00:00","swift","2670"
"2019-03-01 00:00:00","assembly","276"
"2019-03-01 00:00:00","c","2373"
"2019-03-01 00:00:00","c#","8933"
"2019-03-01 00:00:00","c++","4413"
"2019-03-01 00:00:00","delphi","185"
"2019-03-01 00:00:00","go","720"
"2019-03-01 00:00:00","java","11997"
"2019-03-01 00:00:00","javascript","17281"
"2019-03-01 00:00:00","perl","231"
"2019-03-01 00:00:00","php","7749"
"2019-03-01 00:00:00","python","19849"
"2019-03-01 00:00:00","r","4485"
"2019-03-01 00:00:00","ruby","840"
"2019-03-01 00:00:00","swift","2937"
"2019-04-01 00:00:00","assembly","303"
"2019-04-01 00:00:00","c","2421"
"2019-04-01 00:00:00","c#","9081"
"2019-04-01 00:00:00","c++","4364"
"2019-04-01 00:00:00","delphi","204"
"2019-04-01 00:00:00","go","648"
"2019-04-01 00:00:00","java","11125"
"2019-04-01 00:00:00","javascript","16116"
"2019-04-01 00:00:00","perl","205"
"2019-04-01 00:00:00","php","7149"
"2019-04-01 00:00:00","python","19782"
"2019-04-01 00:00:00","r","4592"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","swift","3060"
"2019-05-01 00:00:00","assembly","234"
"2019-05-01 00:00:00","c","2085"
"2019-05-01 00:00:00","c#","8997"
"2019-05-01 00:00:00","c++","4116"
"2019-05-01 00:00:00","delphi","170"
"2019-05-01 00:00:00","go","671"
"2019-05-01 00:00:00","java","11038"
"2019-05-01 00:00:00","javascript","16089"
"2019-05-01 00:00:00","perl","221"
"2019-05-01 00:00:00","php","6925"
"2019-05-01 00:00:00","python","18859"
"2019-05-01 00:00:00","r","4292"
"2019-05-01 00:00:00","ruby","760"
"2019-05-01 00:00:00","swift","3093"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","c","1722"
"2019-06-01 00:00:00","c#","7576"
"2019-06-01 00:00:00","c++","3631"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","go","524"
"2019-06-01 00:00:00","java","9596"
"2019-06-01 00:00:00","javascript","14764"
"2019-06-01 00:00:00","perl","235"
"2019-06-01 00:00:00","php","5986"
"2019-06-01 00:00:00","python","17182"
"2019-06-01 00:00:00","r","3939"
"2019-06-01 00:00:00","ruby","702"
"2019-06-01 00:00:00","swift","3079"
"2019-07-01 00:00:00","assembly","187"
"2019-07-01 00:00:00","c","1745"
"2019-07-01 00:00:00","c#","8416"
"2019-07-01 00:00:00","c++","4253"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","go","623"
"2019-07-01 00:00:00","java","10793"
"2019-07-01 00:00:00","javascript","16084"
"2019-07-01 00:00:00","perl","236"
"2019-07-01 00:00:00","php","6632"
"2019-07-01 00:00:00","python","19698"
"2019-07-01 00:00:00","r","4193"
"2019-07-01 00:00:00","ruby","758"
"2019-07-01 00:00:00","swift","3030"
"2019-08-01 00:00:00","assembly","166"
"2019-08-01 00:00:00","c","1545"
"2019-08-01 00:00:00","c#","7684"
"2019-08-01 00:00:00","c++","3280"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","629"
"2019-08-01 00:00:00","java","9052"
"2019-08-01 00:00:00","javascript","15167"
"2019-08-01 00:00:00","perl","192"
"2019-08-01 00:00:00","php","5809"
"2019-08-01 00:00:00","python","17990"
"2019-08-01 00:00:00","r","3948"
"2019-08-01 00:00:00","ruby","777"
"2019-08-01 00:00:00","swift","2526"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","c","1998"
"2019-09-01 00:00:00","c#","7818"
"2019-09-01 00:00:00","c++","3769"
"2019-09-01 00:00:00","delphi","145"
"2019-09-01 00:00:00","go","616"
"2019-09-01 00:00:00","java","9630"
"2019-09-01 00:00:00","javascript","14818"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","php","5534"
"2019-09-01 00:00:00","python","16841"
"2019-09-01 00:00:00","r","3933"
"2019-09-01 00:00:00","ruby","715"
"2019-09-01 00:00:00","swift","2546"
"2019-10-01 00:00:00","assembly","317"
"2019-10-01 00:00:00","c","2471"
"2019-10-01 00:00:00","c#","8389"
"2019-10-01 00:00:00","c++","4821"
"2019-10-01 00:00:00","delphi","153"
"2019-10-01 00:00:00","go","632"
"2019-10-01 00:00:00","java","11164"
"2019-10-01 00:00:00","javascript","15926"
"2019-10-01 00:00:00","perl","208"
"2019-10-01 00:00:00","php","6032"
"2019-10-01 00:00:00","python","20388"
"2019-10-01 00:00:00","r","4376"
"2019-10-01 00:00:00","ruby","847"
"2019-10-01 00:00:00","swift","3089"
"2019-11-01 00:00:00","assembly","281"
"2019-11-01 00:00:00","c","2502"
"2019-11-01 00:00:00","c#","7996"
"2019-11-01 00:00:00","c++","4711"
"2019-11-01 00:00:00","delphi","171"
"2019-11-01 00:00:00","go","602"
"2019-11-01 00:00:00","java","10274"
"2019-11-01 00:00:00","javascript","15692"
"2019-11-01 00:00:00","perl","219"
"2019-11-01 00:00:00","php","6074"
"2019-11-01 00:00:00","python","20541"
"2019-11-01 00:00:00","r","4279"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2856"
"2019-12-01 00:00:00","assembly","247"
"2019-12-01 00:00:00","c","2138"
"2019-12-01 00:00:00","c#","7184"
"2019-12-01 00:00:00","c++","4182"
"2019-12-01 00:00:00","delphi","125"
"2019-12-01 00:00:00","go","612"
"2019-12-01 00:00:00","java","8981"
"2019-12-01 00:00:00","javascript","14255"
"2019-12-01 00:00:00","perl","157"
"2019-12-01 00:00:00","php","5223"
"2019-12-01 00:00:00","python","18047"
"2019-12-01 00:00:00","r","3738"
"2019-12-01 00:00:00","ruby","667"
"2019-12-01 00:00:00","swift","2651"
"2020-01-01 00:00:00","assembly","229"
"2020-01-01 00:00:00","c","2043"
"2020-01-01 00:00:00","c#","7769"
"2020-01-01 00:00:00","c++","4213"
"2020-01-01 00:00:00","delphi","163"
"2020-01-01 00:00:00","go","646"
"2020-01-01 00:00:00","java","9901"
"2020-01-01 00:00:00","javascript","15966"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","php","5884"
"2020-01-01 00:00:00","python","19905"
"2020-01-01 00:00:00","r","4132"
"2020-01-01 00:00:00","ruby","761"
"2020-01-01 00:00:00","swift","2888"
"2020-02-01 00:00:00","assembly","269"
"2020-02-01 00:00:00","c","1975"
"2020-02-01 00:00:00","c#","7683"
"2020-02-01 00:00:00","c++","4063"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","659"
"2020-02-01 00:00:00","java","10001"
"2020-02-01 00:00:00","javascript","15690"
"2020-02-01 00:00:00","perl","178"
"2020-02-01 00:00:00","php","5646"
"2020-02-01 00:00:00","python","19964"
"2020-02-01 00:00:00","r","4668"
"2020-02-01 00:00:00","ruby","652"
"2020-02-01 00:00:00","swift","2753"
"2020-03-01 00:00:00","assembly","293"
"2020-03-01 00:00:00","c","2474"
"2020-03-01 00:00:00","c#","7763"
"2020-03-01 00:00:00","c++","4627"
"2020-03-01 00:00:00","delphi","166"
"2020-03-01 00:00:00","go","651"
"2020-03-01 00:00:00","java","11025"
"2020-03-01 00:00:00","javascript","17506"
"2020-03-01 00:00:00","perl","196"
"2020-03-01 00:00:00","php","5649"
"2020-03-01 00:00:00","python","22586"
"2020-03-01 00:00:00","r","5113"
"2020-03-01 00:00:00","ruby","710"
"2020-03-01 00:00:00","swift","2904"
"2020-04-01 00:00:00","assembly","376"
"2020-04-01 00:00:00","c","3240"
"2020-04-01 00:00:00","c#","8560"
"2020-04-01 00:00:00","c++","6187"
"2020-04-01 00:00:00","delphi","231"
"2020-04-01 00:00:00","go","793"
"2020-04-01 00:00:00","java","12559"
"2020-04-01 00:00:00","javascript","20824"
"2020-04-01 00:00:00","perl","219"
"2020-04-01 00:00:00","php","6598"
"2020-04-01 00:00:00","python","27532"
"2020-04-01 00:00:00","r","6168"
"2020-04-01 00:00:00","ruby","764"
"2020-04-01 00:00:00","swift","3436"
"2020-05-01 00:00:00","assembly","358"
"2020-05-01 00:00:00","c","3355"
"2020-05-01 00:00:00","c#","8567"
"2020-05-01 00:00:00","c++","6381"
"2020-05-01 00:00:00","delphi","201"
"2020-05-01 00:00:00","go","750"
"2020-05-01 00:00:00","java","11972"
"2020-05-01 00:00:00","javascript","21423"
"2020-05-01 00:00:00","perl","212"
"2020-05-01 00:00:00","php","6501"
"2020-05-01 00:00:00","python","29349"
"2020-05-01 00:00:00","r","6006"
"2020-05-01 00:00:00","ruby","695"
"2020-05-01 00:00:00","swift","3504"
"2020-06-01 00:00:00","assembly","327"
"2020-06-01 00:00:00","c","2582"
"2020-06-01 00:00:00","c#","7875"
"2020-06-01 00:00:00","c++","5605"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","go","706"
"2020-06-01 00:00:00","java","10783"
"2020-06-01 00:00:00","javascript","19736"
"2020-06-01 00:00:00","perl","198"
"2020-06-01 00:00:00","php","5913"
"2020-06-01 00:00:00","python","27033"
"2020-06-01 00:00:00","r","5432"
"2020-06-01 00:00:00","ruby","612"
"2020-06-01 00:00:00","swift","3147"
"2020-07-01 00:00:00","assembly","270"
"2020-07-01 00:00:00","c","2089"
"2020-07-01 00:00:00","c#","7782"
"2020-07-01 00:00:00","c++","5149"
"2020-07-01 00:00:00","delphi","193"
"2020-07-01 00:00:00","go","640"
"2020-07-01 00:00:00","java","10406"
"2020-07-01 00:00:00","javascript","19811"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","php","5931"
"2020-07-01 00:00:00","python","26213"
"2020-07-01 00:00:00","r","4933"
"2020-07-01 00:00:00","ruby","695"
"2020-07-01 00:00:00","swift","2979"
"2020-08-01 00:00:00","assembly","264"
"2020-08-01 00:00:00","c","1890"
"2020-08-01 00:00:00","c#","7043"
"2020-08-01 00:00:00","c++","4758"
"2020-08-01 00:00:00","delphi","183"
"2020-08-01 00:00:00","go","704"
"2020-08-01 00:00:00","java","9274"
"2020-08-01 00:00:00","javascript","17966"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","php","4979"
"2020-08-01 00:00:00","python","22955"
"2020-08-01 00:00:00","r","4491"
"2020-08-01 00:00:00","ruby","553"
"2020-08-01 00:00:00","swift","2672"
"2020-09-01 00:00:00","assembly","294"
"2020-09-01 00:00:00","c","2143"
"2020-09-01 00:00:00","c#","6436"
"2020-09-01 00:00:00","c++","3907"
"2020-09-01 00:00:00","delphi","172"
"2020-09-01 00:00:00","go","727"
"2020-09-01 00:00:00","java","8904"
"2020-09-01 00:00:00","javascript","16717"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","php","4755"
"2020-09-01 00:00:00","python","21662"
"2020-09-01 00:00:00","r","4750"
"2020-09-01 00:00:00","ruby","512"
"2020-09-01 00:00:00","swift","2547"
"2020-10-01 00:00:00","assembly","343"
"2020-10-01 00:00:00","c","2362"
"2020-10-01 00:00:00","c#","6172"
"2020-10-01 00:00:00","c++","4311"
"2020-10-01 00:00:00","delphi","180"
"2020-10-01 00:00:00","go","589"
"2020-10-01 00:00:00","java","8898"
"2020-10-01 00:00:00","javascript","16365"
"2020-10-01 00:00:00","perl","170"
"2020-10-01 00:00:00","php","4564"
"2020-10-01 00:00:00","python","22720"
"2020-10-01 00:00:00","r","5063"
"2020-10-01 00:00:00","ruby","491"
"2020-10-01 00:00:00","swift","2309"
"2020-11-01 00:00:00","assembly","374"
"2020-11-01 00:00:00","c","2686"
"2020-11-01 00:00:00","c#","5963"
"2020-11-01 00:00:00","c++","4301"
"2020-11-01 00:00:00","delphi","193"
"2020-11-01 00:00:00","go","523"
"2020-11-01 00:00:00","java","8443"
"2020-11-01 00:00:00","javascript","15460"
"2020-11-01 00:00:00","perl","150"
"2020-11-01 00:00:00","php","4600"
"2020-11-01 00:00:00","python","22083"
"2020-11-01 00:00:00","r","4803"
"2020-11-01 00:00:00","ruby","500"
"2020-11-01 00:00:00","swift","2155"
"2020-12-01 00:00:00","assembly","297"
"2020-12-01 00:00:00","c","2634"
